lat,lon,period,zone
32.71050746,35.4305716,Early Pliocene Basalt,4
32.71034087,35.43231628,Early Pliocene Basalt,4
32.71109042,35.4347295,Early Pliocene Basalt,4
32.71373015,35.43790163,Early Pliocene Basalt,4
32.71513494,35.43861607,Early Pliocene Basalt,4
32.71691676,35.44054047,Early Pliocene Basalt,4
32.71863818,35.44307881,Early Pliocene Basalt,4
32.72084198,35.44569346,Early Pliocene Basalt,4
32.72164248,35.44756903,Early Pliocene Basalt,4
32.72183848,35.45058143,Early Pliocene Basalt,4
32.72258021,35.45304991,Early Pliocene Basalt,4
32.72283439,35.45546853,Early Pliocene Basalt,4
32.72265948,35.45724464,Early Pliocene Basalt,4
32.72230975,35.46079461,Early Pliocene Basalt,4
32.72207434,35.46316896,Early Pliocene Basalt,4
32.7214684,35.46431139,Early Pliocene Basalt,4
32.72020922,35.46714752,Early Pliocene Basalt,4
32.71886249,35.47142708,Early Pliocene Basalt,4
32.71809079,35.47468074,Early Pliocene Basalt,4
32.71789754,35.4769001,Early Pliocene Basalt,4
32.71770389,35.47912333,Early Pliocene Basalt,4
32.71755843,35.48079325,Early Pliocene Basalt,4
32.71736416,35.48302318,Early Pliocene Basalt,4
32.71707788,35.48635373,Early Pliocene Basalt,4
32.71743396,35.48843758,Early Pliocene Basalt,4
32.71887684,35.48950732,Early Pliocene Basalt,4
32.72080204,35.49069545,Early Pliocene Basalt,4
32.72330407,35.49087668,Early Pliocene Basalt,4
32.72546331,35.48929549,Early Pliocene Basalt,4
32.72717325,35.48710151,Early Pliocene Basalt,4
32.72884245,35.48545769,Early Pliocene Basalt,4
32.73052045,35.48379496,Early Pliocene Basalt,4
32.73275903,35.48157991,Early Pliocene Basalt,4
32.73447248,35.4793843,Early Pliocene Basalt,4
32.73615557,35.47771835,Early Pliocene Basalt,4
32.73994926,35.47646783,Early Pliocene Basalt,4
32.74267367,35.47483948,Early Pliocene Basalt,4
32.74430964,35.47377006,Early Pliocene Basalt,4
32.74593026,35.47273505,Early Pliocene Basalt,4
32.74918184,35.47064916,Early Pliocene Basalt,4
32.74968769,35.47069633,Early Pliocene Basalt,4
32.75109659,35.47202411,Early Pliocene Basalt,4
32.75060381,35.47736246,Early Pliocene Basalt,4
32.75033492,35.4803201,Early Pliocene Basalt,4
32.75011965,35.48268733,Early Pliocene Basalt,4
32.74923542,35.48678373,Early Pliocene Basalt,4
32.74896177,35.4897528,Early Pliocene Basalt,4
32.74773094,35.4920254,Early Pliocene Basalt,4
32.74586735,35.49546395,Early Pliocene Basalt,4
32.74418046,35.49710052,Early Pliocene Basalt,4
32.74155119,35.49801907,Early Pliocene Basalt,4
32.74054806,35.49790463,Early Pliocene Basalt,4
32.73830259,35.5000867,Early Pliocene Basalt,4
32.73667785,35.50112374,Early Pliocene Basalt,4
32.73387159,35.5038563,Early Pliocene Basalt,4
32.73167081,35.50547648,Early Pliocene Basalt,4
32.73110843,35.50602695,Early Pliocene Basalt,4
32.72796823,35.50694422,Early Pliocene Basalt,4
32.72444061,35.50664348,Early Pliocene Basalt,4
32.72183036,35.50757469,Early Pliocene Basalt,4
32.72015981,35.50921047,Early Pliocene Basalt,4
32.71748838,35.51076199,Early Pliocene Basalt,4
32.71476928,35.51289287,Early Pliocene Basalt,4
32.71272055,35.51330055,Early Pliocene Basalt,4
32.71011197,35.51428767,Early Pliocene Basalt,4
32.70795048,35.51590411,Early Pliocene Basalt,4
32.70530782,35.51743978,Early Pliocene Basalt,4
32.7031809,35.51894607,Early Pliocene Basalt,4
32.70165292,35.51935713,Early Pliocene Basalt,4
32.69849107,35.52132793,Early Pliocene Basalt,4
32.69642006,35.52225801,Early Pliocene Basalt,4
32.69476916,35.52392642,Early Pliocene Basalt,4
32.69345556,35.52729252,Early Pliocene Basalt,4
32.69180227,35.52906218,Early Pliocene Basalt,4
32.6905129,35.53221932,Early Pliocene Basalt,4
32.69034797,35.53393426,Early Pliocene Basalt,4
32.68955284,35.53706249,Early Pliocene Basalt,4
32.68913919,35.54137241,Early Pliocene Basalt,4
32.68790081,35.54397986,Early Pliocene Basalt,4
32.68703492,35.54776703,Early Pliocene Basalt,4
32.68730726,35.55004314,Early Pliocene Basalt,4
32.68910625,35.5519889,Early Pliocene Basalt,4
32.69193907,35.55356402,Early Pliocene Basalt,4
32.69391508,35.55377358,Early Pliocene Basalt,4
32.69589856,35.55397156,Early Pliocene Basalt,4
32.69785501,35.55428222,Early Pliocene Basalt,4
32.70028017,35.55514029,Early Pliocene Basalt,4
32.70221435,35.55594543,Early Pliocene Basalt,4
32.7041529,35.55675247,Early Pliocene Basalt,4
32.70651329,35.5582627,Early Pliocene Basalt,4
32.70844281,35.55861581,Early Pliocene Basalt,4
32.70988541,35.55887985,Early Pliocene Basalt,4
32.7128042,35.55933502,Early Pliocene Basalt,4
32.71330254,35.55939169,Early Pliocene Basalt,4
32.71729713,35.55984621,Early Pliocene Basalt,4
32.71930124,35.56007217,Early Pliocene Basalt,4
32.72081283,35.56023478,Early Pliocene Basalt,4
32.72333797,35.56050646,Early Pliocene Basalt,4
32.72435008,35.56061537,Early Pliocene Basalt,4
32.72731231,35.56210255,Early Pliocene Basalt,4
32.72930868,35.5629043,Early Pliocene Basalt,4
32.7318226,35.56376434,Early Pliocene Basalt,4
32.73400501,35.56167322,Early Pliocene Basalt,4
32.73614172,35.55962097,Early Pliocene Basalt,4
32.7387223,35.55822711,Early Pliocene Basalt,4
32.74135136,35.5567926,Early Pliocene Basalt,4
32.74400554,35.55423998,Early Pliocene Basalt,4
32.74604752,35.55281308,Early Pliocene Basalt,4
32.74757518,35.55188197,Early Pliocene Basalt,4
32.74921661,35.55140313,Early Pliocene Basalt,4
32.75251898,35.55099108,Early Pliocene Basalt,4
32.75359204,35.55051124,Early Pliocene Basalt,4
32.75614287,35.54913526,Early Pliocene Basalt,4
32.75780393,35.54809827,Early Pliocene Basalt,4
32.76114867,35.54656299,Early Pliocene Basalt,4
32.76283752,35.54606296,Early Pliocene Basalt,4
32.76623491,35.54449733,Early Pliocene Basalt,4
32.76910425,35.54344933,Early Pliocene Basalt,4
32.77196789,35.54184775,Early Pliocene Basalt,4
32.77368695,35.54077424,Early Pliocene Basalt,4
32.77540965,35.53969838,Early Pliocene Basalt,4
32.77829872,35.53808184,Early Pliocene Basalt,4
32.78180097,35.53646017,Early Pliocene Basalt,4
32.78350952,35.53539602,Early Pliocene Basalt,4
32.78405345,35.53486961,Early Pliocene Basalt,4
32.78865728,35.53333162,Early Pliocene Basalt,4
32.78977909,35.53168301,Early Pliocene Basalt,4
32.79200118,35.53068499,Early Pliocene Basalt,4
32.79647484,35.52924394,Early Pliocene Basalt,4
32.79928833,35.5276885,Early Pliocene Basalt,4
32.80097348,35.5272172,Early Pliocene Basalt,4
32.80438453,35.52625106,Early Pliocene Basalt,4
32.80788551,35.52465357,Early Pliocene Basalt,4
32.80964279,35.52298325,Early Pliocene Basalt,4
32.81311366,35.52140658,Early Pliocene Basalt,4
32.81312945,35.52081692,Early Pliocene Basalt,4
32.81627014,35.5200332,Early Pliocene Basalt,4
32.81981024,35.52016047,Early Pliocene Basalt,4
32.82267133,35.51974834,Early Pliocene Basalt,4
32.82483483,35.51879638,Early Pliocene Basalt,4
32.8277841,35.51833604,Early Pliocene Basalt,4
32.83003581,35.51733157,Early Pliocene Basalt,4
32.68817121,35.51013621,Early Pliocene Basalt,5
32.68813612,35.50838468,Early Pliocene Basalt,5
32.68702489,35.5047764,Early Pliocene Basalt,5
32.6843818,35.50590088,Early Pliocene Basalt,5
32.68136204,35.5080709,Early Pliocene Basalt,5
32.67959598,35.50970274,Early Pliocene Basalt,5
32.67732559,35.51126755,Early Pliocene Basalt,5
32.67657773,35.51302403,Early Pliocene Basalt,5
32.67429875,35.51458847,Early Pliocene Basalt,5
32.67202412,35.51614996,Early Pliocene Basalt,5
32.66932433,35.5170404,Early Pliocene Basalt,5
32.66780076,35.51684904,Early Pliocene Basalt,5
32.66569248,35.51719798,Early Pliocene Basalt,5
32.66307972,35.51748278,Early Pliocene Basalt,5
32.66005107,35.51709675,Early Pliocene Basalt,5
32.65883607,35.51506936,Early Pliocene Basalt,5
32.65767562,35.51244156,Early Pliocene Basalt,5
32.65717275,35.50865962,Early Pliocene Basalt,5
32.65743005,35.5068274,Early Pliocene Basalt,5
32.65774923,35.5038187,Early Pliocene Basalt,5
32.65796327,35.50200191,Early Pliocene Basalt,5
32.65781992,35.49890448,Early Pliocene Basalt,5
32.65760494,35.49641055,Early Pliocene Basalt,5
32.65588728,35.49371514,Early Pliocene Basalt,5
32.65402618,35.49223393,Early Pliocene Basalt,5
32.65206119,35.4919453,Early Pliocene Basalt,5
32.65003765,35.49169218,Early Pliocene Basalt,5
32.6473196,35.49262263,Early Pliocene Basalt,5
32.64455138,35.4941489,Early Pliocene Basalt,5
32.64332918,35.49584395,Early Pliocene Basalt,5
32.64354239,35.49833746,Early Pliocene Basalt,5
32.64423684,35.50090402,Early Pliocene Basalt,5
32.64531003,35.50473013,Early Pliocene Basalt,5
32.64602456,35.50727781,Early Pliocene Basalt,5
32.64631023,35.50915371,Early Pliocene Basalt,5
32.64703563,35.51169168,Early Pliocene Basalt,5
32.64681824,35.51407299,Early Pliocene Basalt,5
32.64631676,35.51771248,Early Pliocene Basalt,5
32.64604704,35.52010997,Early Pliocene Basalt,5
32.64391436,35.52162102,Early Pliocene Basalt,5
32.64232821,35.52260589,Early Pliocene Basalt,5
32.6392738,35.52338322,Early Pliocene Basalt,5
32.63729785,35.52311256,Early Pliocene Basalt,5
32.63522973,35.52402542,Early Pliocene Basalt,5
32.63362512,35.52674737,Early Pliocene Basalt,5
32.63253759,35.52895921,Early Pliocene Basalt,5
32.63145254,35.53117676,Early Pliocene Basalt,5
32.63027628,35.53342405,Early Pliocene Basalt,5
32.62914151,35.53507728,Early Pliocene Basalt,5
32.62853561,35.53855682,Early Pliocene Basalt,5
32.62745521,35.54079817,Early Pliocene Basalt,5
32.62590111,35.54178742,Early Pliocene Basalt,5
32.62371024,35.54451435,Early Pliocene Basalt,5
32.62260204,35.54677737,Early Pliocene Basalt,5
32.62101071,35.54837722,Early Pliocene Basalt,5
32.62037906,35.55072347,Early Pliocene Basalt,5
32.61968745,35.55307821,Early Pliocene Basalt,5
32.62111956,35.55449661,Early Pliocene Basalt,5
32.62319996,35.55416413,Early Pliocene Basalt,5
32.62490896,35.55194402,Early Pliocene Basalt,5
32.62650889,35.55093817,Early Pliocene Basalt,5
32.62822409,35.54932152,Early Pliocene Basalt,5
32.62986084,35.54711266,Early Pliocene Basalt,5
32.63093958,35.54544465,Early Pliocene Basalt,5
32.63256315,35.54265104,Early Pliocene Basalt,5
32.63313033,35.54092617,Early Pliocene Basalt,5
32.63474401,35.53815072,Early Pliocene Basalt,5
32.63680043,35.53723138,Early Pliocene Basalt,5
32.63885403,35.53690249,Early Pliocene Basalt,5
32.64093286,35.53597899,Early Pliocene Basalt,5
32.64301509,35.53505503,Early Pliocene Basalt,5
32.64519692,35.53469827,Early Pliocene Basalt,5
32.64743062,35.53492208,Early Pliocene Basalt,5
32.6502591,35.53460564,Early Pliocene Basalt,5
32.65236951,35.53367291,Early Pliocene Basalt,5
32.65449654,35.53332915,Early Pliocene Basalt,5
32.65659765,35.53239788,Early Pliocene Basalt,5
32.65929823,35.53270121,Early Pliocene Basalt,5
32.66145512,35.53294657,Early Pliocene Basalt,5
32.66407816,35.53326914,Early Pliocene Basalt,5
32.66615681,35.53353224,Early Pliocene Basalt,5
32.66823752,35.5337956,Early Pliocene Basalt,5
32.67032027,35.53405925,Early Pliocene Basalt,5
32.67183289,35.53187764,Early Pliocene Basalt,5
32.67335395,35.53029583,Early Pliocene Basalt,5
32.67508613,35.52867233,Early Pliocene Basalt,5
32.67562706,35.52754517,Early Pliocene Basalt,5
32.67974074,35.52551859,Early Pliocene Basalt,5
32.68211168,35.52452333,Early Pliocene Basalt,5
32.6832496,35.5228462,Early Pliocene Basalt,5
32.68521708,35.52056255,Early Pliocene Basalt,5
32.6863317,35.51829683,Early Pliocene Basalt,5
32.68830662,35.51600415,Early Pliocene Basalt,5
32.69030233,35.514294,Early Pliocene Basalt,5
32.69022927,35.51135083,Early Pliocene Basalt,5
32.69017853,35.50900372,Early Pliocene Basalt,5
32.6902711,35.50779659,Early Pliocene Basalt,5
32.61875618,35.52126034,Early Pliocene Basalt,6
32.6191133,35.51763727,Early Pliocene Basalt,6
32.61946597,35.5140158,Early Pliocene Basalt,6
32.62029298,35.51047838,Early Pliocene Basalt,6
32.62168143,35.50640553,Early Pliocene Basalt,6
32.62300352,35.50350686,Early Pliocene Basalt,6
32.62376238,35.50114448,Early Pliocene Basalt,6
32.62458677,35.49817181,Early Pliocene Basalt,6
32.6253316,35.49525677,Early Pliocene Basalt,6
32.62599882,35.49296338,Early Pliocene Basalt,6
32.627157,35.49074836,Early Pliocene Basalt,6
32.6274393,35.48663706,Early Pliocene Basalt,6
32.62751903,35.48546531,Early Pliocene Basalt,6
32.62515104,35.48336341,Early Pliocene Basalt,6
32.62371087,35.48201333,Early Pliocene Basalt,6
32.62027725,35.48150445,Early Pliocene Basalt,6
32.61749911,35.48094556,Early Pliocene Basalt,6
32.61544743,35.48076344,Early Pliocene Basalt,6
32.61243493,35.48042698,Early Pliocene Basalt,6
32.6122606,35.4822077,Early Pliocene Basalt,6
32.61187161,35.48581117,Early Pliocene Basalt,6
32.61157158,35.48878571,Early Pliocene Basalt,6
32.61136403,35.49113244,Early Pliocene Basalt,6
32.61110437,35.49406771,Early Pliocene Basalt,6
32.61146558,35.49587404,Early Pliocene Basalt,6
32.61171326,35.49886776,Early Pliocene Basalt,6
32.61111795,35.50106661,Early Pliocene Basalt,6
32.61038683,35.50338168,Early Pliocene Basalt,6
32.6086745,35.50391814,Early Pliocene Basalt,6
32.60640199,35.50499496,Early Pliocene Basalt,6
32.6038577,35.50474251,Early Pliocene Basalt,6
32.6034479,35.50352788,Early Pliocene Basalt,6
32.60334619,35.49881503,Early Pliocene Basalt,6
32.60302167,35.49698923,Early Pliocene Basalt,6
32.60269718,35.49516375,Early Pliocene Basalt,6
32.60300648,35.49219325,Early Pliocene Basalt,6
32.60166214,35.4902833,Early Pliocene Basalt,6
32.60031998,35.48837652,Early Pliocene Basalt,6
32.59847254,35.48643236,Early Pliocene Basalt,6
32.5965327,35.48564174,Early Pliocene Basalt,6
32.59592778,35.48194564,Early Pliocene Basalt,6
32.59701813,35.48090126,Early Pliocene Basalt,6
32.59920823,35.47930553,Early Pliocene Basalt,6
32.60085739,35.47822873,Early Pliocene Basalt,6
32.60270478,35.47534773,Early Pliocene Basalt,6
32.60346902,35.47298697,Early Pliocene Basalt,6
32.60421176,35.47065618,Early Pliocene Basalt,6
32.60452873,35.46664719,Early Pliocene Basalt,6
32.60270225,35.46467295,Early Pliocene Basalt,6
32.60016682,35.4649799,Early Pliocene Basalt,6
32.59915563,35.46490497,Early Pliocene Basalt,6
32.59526002,35.46434489,Early Pliocene Basalt,6
32.59336794,35.46347597,Early Pliocene Basalt,6
32.59152369,35.46203411,Early Pliocene Basalt,6
32.59125052,35.45963412,Early Pliocene Basalt,6
32.59146511,35.4573042,Early Pliocene Basalt,6
32.59173316,35.45439328,Early Pliocene Basalt,6
32.59189388,35.45264756,Early Pliocene Basalt,6
32.59225284,35.44907064,Early Pliocene Basalt,6
32.59255621,35.44607824,Early Pliocene Basalt,6
32.59075666,35.44407619,Early Pliocene Basalt,6
32.58834271,35.44322148,Early Pliocene Basalt,6
32.58668842,35.44483814,Early Pliocene Basalt,6
32.58506677,35.4463647,Early Pliocene Basalt,6
32.58341135,35.44798863,Early Pliocene Basalt,6
32.58137366,35.44839368,Early Pliocene Basalt,6
32.57941191,35.44815741,Early Pliocene Basalt,6
32.57694228,35.4479276,Early Pliocene Basalt,6
32.57399272,35.44762152,Early Pliocene Basalt,6
32.57193096,35.44853175,Early Pliocene Basalt,6
32.57024557,35.4506743,Early Pliocene Basalt,6
32.56811723,35.45221852,Early Pliocene Basalt,6
32.56653164,35.45325179,Early Pliocene Basalt,6
32.56440774,35.45479026,Early Pliocene Basalt,6
32.56233527,35.45578107,Early Pliocene Basalt,6
32.56020637,35.45738225,Early Pliocene Basalt,6
32.55857104,35.4590171,Early Pliocene Basalt,6
32.55633914,35.46177387,Early Pliocene Basalt,6
32.55562916,35.46406141,Early Pliocene Basalt,6
32.55491371,35.46639055,Early Pliocene Basalt,6
32.55371751,35.46864273,Early Pliocene Basalt,6
32.55252317,35.4708812,Early Pliocene Basalt,6
32.55138691,35.47251821,Early Pliocene Basalt,6
32.54971409,35.47462938,Early Pliocene Basalt,6
32.54857984,35.4762317,Early Pliocene Basalt,6
32.54684998,35.47892746,Early Pliocene Basalt,6
32.54571474,35.48053579,Early Pliocene Basalt,6
32.54355679,35.48262237,Early Pliocene Basalt,6
32.54151102,35.48353501,Early Pliocene Basalt,6
32.5390942,35.48322257,Early Pliocene Basalt,6
32.53716079,35.48296892,Early Pliocene Basalt,6
32.53522779,35.48271529,Early Pliocene Basalt,6
32.5328121,35.48239838,Early Pliocene Basalt,6
32.53088,35.48214494,Early Pliocene Basalt,6
32.52894826,35.48189152,Early Pliocene Basalt,6
32.5282448,35.48416045,Early Pliocene Basalt,6
32.52850673,35.48655329,Early Pliocene Basalt,6
32.52978957,35.4884926,Early Pliocene Basalt,6
32.53107282,35.49043521,Early Pliocene Basalt,6
32.53289553,35.49186565,Early Pliocene Basalt,6
32.5348277,35.49212593,Early Pliocene Basalt,6
32.53670486,35.49297118,Early Pliocene Basalt,6
32.53863701,35.49323148,Early Pliocene Basalt,6
32.5405692,35.49349179,Early Pliocene Basalt,6
32.54298451,35.49381721,Early Pliocene Basalt,6
32.54502827,35.4929075,Early Pliocene Basalt,6
32.54718352,35.49082588,Early Pliocene Basalt,6
32.54826198,35.48978503,Early Pliocene Basalt,6
32.55041793,35.48773632,Early Pliocene Basalt,6
32.55203928,35.48614279,Early Pliocene Basalt,6
32.5539803,35.48634837,Early Pliocene Basalt,6
32.55641188,35.48659791,Early Pliocene Basalt,6
32.55668071,35.48894456,Early Pliocene Basalt,6
32.55651748,35.49067116,Early Pliocene Basalt,6
32.55440004,35.49222682,Early Pliocene Basalt,6
32.55228619,35.49376877,Early Pliocene Basalt,6
32.55077558,35.49420957,Early Pliocene Basalt,6
32.54829803,35.49452696,Early Pliocene Basalt,6
32.54727606,35.4949755,Early Pliocene Basalt,6
32.5446371,35.49696256,Early Pliocene Basalt,6
32.54301977,35.49850135,Early Pliocene Basalt,6
32.54091879,35.49997614,Early Pliocene Basalt,6
32.53989622,35.50042486,Early Pliocene Basalt,6
32.53779464,35.50189991,Early Pliocene Basalt,6
32.53466826,35.50381826,Early Pliocene Basalt,6
32.53315559,35.5041764,Early Pliocene Basalt,6
32.53024652,35.50376096,Early Pliocene Basalt,6
32.52879105,35.50355314,Early Pliocene Basalt,6
32.52697226,35.50214415,Early Pliocene Basalt,6
32.52467166,35.50067274,Early Pliocene Basalt,6
32.52228474,35.50042135,Early Pliocene Basalt,6
32.52041291,35.49959003,Early Pliocene Basalt,6
32.51806639,35.49871041,Early Pliocene Basalt,6
32.51615169,35.49848126,Early Pliocene Basalt,6
32.51567335,35.49842399,Early Pliocene Basalt,6
32.51232867,35.49802373,Early Pliocene Basalt,6
32.51185141,35.49796661,Early Pliocene Basalt,6
32.50850203,35.49754799,Early Pliocene Basalt,6
32.50590674,35.49892838,Early Pliocene Basalt,6
32.5066213,35.50133646,Early Pliocene Basalt,6
32.50757459,35.50145109,Early Pliocene Basalt,6
32.51073799,35.50357717,Early Pliocene Basalt,6
32.51351081,35.50510837,Early Pliocene Basalt,6
32.5153182,35.50650842,Early Pliocene Basalt,6
32.51643656,35.509524,Early Pliocene Basalt,6
32.51612823,35.51239053,Early Pliocene Basalt,6
32.51421249,35.51216016,Early Pliocene Basalt,6
32.51229956,35.51193013,Early Pliocene Basalt,6
32.51038743,35.51169823,Early Pliocene Basalt,6
32.50751865,35.5113442,Early Pliocene Basalt,6
32.50560893,35.51110851,Early Pliocene Basalt,6
32.50282713,35.5102005,Early Pliocene Basalt,6
32.50047212,35.50993151,Early Pliocene Basalt,6
32.4992861,35.51211497,Early Pliocene Basalt,6
32.5015171,35.51353453,Early Pliocene Basalt,6
32.50334341,35.51432843,Early Pliocene Basalt,6
32.50608761,35.51583851,Early Pliocene Basalt,6
32.50793873,35.5166531,Early Pliocene Basalt,6
32.5106227,35.51873533,Early Pliocene Basalt,6
32.51237465,35.52072386,Early Pliocene Basalt,6
32.5142494,35.52155979,Early Pliocene Basalt,6
32.51545268,35.5240579,Early Pliocene Basalt,6
32.51388283,35.52502542,Early Pliocene Basalt,6
32.51088356,35.52581904,Early Pliocene Basalt,6
32.50898135,35.52558758,Early Pliocene Basalt,6
32.50700287,35.52591777,Early Pliocene Basalt,6
32.5044245,35.52734444,Early Pliocene Basalt,6
32.50293257,35.52773803,Early Pliocene Basalt,6
32.50165432,35.53049664,Early Pliocene Basalt,6
32.50136762,35.53340134,Early Pliocene Basalt,6
32.50262611,35.5353309,Early Pliocene Basalt,6
32.50501327,35.53564145,Early Pliocene Basalt,6
32.50740361,35.53595206,Early Pliocene Basalt,6
32.51027746,35.53632534,Early Pliocene Basalt,6
32.51315768,35.53669946,Early Pliocene Basalt,6
32.51508143,35.53694936,Early Pliocene Basalt,6
32.51749008,35.53726228,Early Pliocene Basalt,6
32.51990246,35.53757529,Early Pliocene Basalt,6
32.52171598,35.53899451,Early Pliocene Basalt,6
32.5240258,35.54048548,Early Pliocene Basalt,6
32.5247001,35.54354254,Early Pliocene Basalt,6
32.52586864,35.54667338,Early Pliocene Basalt,6
32.52769501,35.54810764,Early Pliocene Basalt,6
32.5296486,35.54837048,Early Pliocene Basalt,6
32.53166589,35.54804688,Early Pliocene Basalt,6
32.53374292,35.54713626,Early Pliocene Basalt,6
32.53538886,35.54557241,Early Pliocene Basalt,6
32.53795432,35.54472714,Early Pliocene Basalt,6
32.5400272,35.54381233,Early Pliocene Basalt,6
32.54210108,35.54289639,Early Pliocene Basalt,6
32.54417615,35.54197914,Early Pliocene Basalt,6
32.54576186,35.54099744,Early Pliocene Basalt,6
32.54647953,35.53871618,Early Pliocene Basalt,6
32.54615914,35.53689391,Early Pliocene Basalt,6
32.54497349,35.53377282,Early Pliocene Basalt,6
32.5433596,35.53002461,Early Pliocene Basalt,6
32.54309958,35.52763538,Early Pliocene Basalt,6
32.5428976,35.52468267,Early Pliocene Basalt,6
32.54312591,35.5223737,Early Pliocene Basalt,6
32.54341057,35.51949414,Early Pliocene Basalt,6
32.54266873,35.51710191,Early Pliocene Basalt,6
32.54295254,35.51423348,Early Pliocene Basalt,6
32.5431791,35.51194348,Early Pliocene Basalt,6
32.54485615,35.50978532,Early Pliocene Basalt,6
32.54696659,35.50817708,Early Pliocene Basalt,6
32.54908685,35.50656911,Early Pliocene Basalt,6
32.55115853,35.50556918,Early Pliocene Basalt,6
32.55323333,35.504594,Early Pliocene Basalt,6
32.55459448,35.5059226,Early Pliocene Basalt,6
32.55442103,35.50770756,Early Pliocene Basalt,6
32.55399805,35.51196739,Early Pliocene Basalt,6
32.5547486,35.51443353,Early Pliocene Basalt,6
32.55663005,35.51532687,Early Pliocene Basalt,6
32.55947112,35.51637453,Early Pliocene Basalt,6
32.56022131,35.51883653,Early Pliocene Basalt,6
32.5599549,35.5217222,Early Pliocene Basalt,6
32.56011385,35.52527577,Early Pliocene Basalt,6
32.55982199,35.52822144,Early Pliocene Basalt,6
32.55960473,35.53054429,Early Pliocene Basalt,6
32.55936161,35.53340761,Early Pliocene Basalt,6
32.5591829,35.5356835,Early Pliocene Basalt,6
32.55899669,35.53798434,Early Pliocene Basalt,6
32.55781569,35.54017487,Early Pliocene Basalt,6
32.55667326,35.54179784,Early Pliocene Basalt,6
32.55502305,35.5433734,Early Pliocene Basalt,6
32.55628301,35.54593843,Early Pliocene Basalt,6
32.55837544,35.54501729,Early Pliocene Basalt,6
32.56002376,35.54344348,Early Pliocene Basalt,6
32.56208653,35.5425466,Early Pliocene Basalt,6
32.56409903,35.5422342,Early Pliocene Basalt,6
32.56666161,35.54139337,Early Pliocene Basalt,6
32.56864437,35.54165189,Early Pliocene Basalt,6
32.57067627,35.54132455,Early Pliocene Basalt,6
32.57275488,35.54041129,Early Pliocene Basalt,6
32.57478759,35.54008363,Early Pliocene Basalt,6
32.57636809,35.53910632,Early Pliocene Basalt,6
32.57848812,35.53760968,Early Pliocene Basalt,6
32.58010842,35.53605113,Early Pliocene Basalt,6
32.58172618,35.53449496,Early Pliocene Basalt,6
32.58540357,35.53259298,Early Pliocene Basalt,6
32.58750582,35.53166496,Early Pliocene Basalt,6
32.58959312,35.53018802,Early Pliocene Basalt,6
32.59163752,35.5292933,Early Pliocene Basalt,6
32.59366808,35.52896361,Early Pliocene Basalt,6
32.59670364,35.52931602,Early Pliocene Basalt,6
32.59925748,35.52903895,Early Pliocene Basalt,6
32.60187742,35.52986396,Early Pliocene Basalt,6
32.60343839,35.53174189,Early Pliocene Basalt,6
32.60393695,35.53410832,Early Pliocene Basalt,6
32.60439062,35.53651063,Early Pliocene Basalt,6
32.60477031,35.53895072,Early Pliocene Basalt,6
32.60513116,35.54140327,Early Pliocene Basalt,6
32.60547254,35.54386912,Early Pliocene Basalt,6
32.60537539,35.54507288,Early Pliocene Basalt,6
32.60669325,35.54828332,Early Pliocene Basalt,6
32.60913483,35.54983047,Early Pliocene Basalt,6
32.61119382,35.55010015,Early Pliocene Basalt,6
32.61331672,35.54916405,Early Pliocene Basalt,6
32.61397024,35.54682073,Early Pliocene Basalt,6
32.61408592,35.54442078,Early Pliocene Basalt,6
32.61470405,35.54209685,Early Pliocene Basalt,6
32.61492317,35.53968836,Early Pliocene Basalt,6
32.615312,35.53606013,Early Pliocene Basalt,6
32.61566915,35.53302261,Early Pliocene Basalt,6
32.61595417,35.53000648,Early Pliocene Basalt,6
32.61621239,35.52700133,Early Pliocene Basalt,6
32.61692434,35.52524362,Early Pliocene Basalt,6
32.61816587,35.52238582,Early Pliocene Basalt,6
32.61887522,35.52005273,Early Pliocene Basalt,6
32.61799198,35.51928238,Early Pliocene Basalt,6
32.89100415,35.51018373,Early Pliocene Basalt,7
32.89151583,35.5082807,Early Pliocene Basalt,7
32.89250149,35.50690763,Early Pliocene Basalt,7
32.89343609,35.50443793,Early Pliocene Basalt,7
32.89337786,35.50285156,Early Pliocene Basalt,7
32.89108259,35.50053954,Early Pliocene Basalt,7
32.88992966,35.49890324,Early Pliocene Basalt,7
32.887885,35.49669955,Early Pliocene Basalt,7
32.88720506,35.49462802,Early Pliocene Basalt,7
32.88616946,35.4924844,Early Pliocene Basalt,7
32.88591051,35.49046793,Early Pliocene Basalt,7
32.88717059,35.48919635,Early Pliocene Basalt,7
32.88920058,35.48805584,Early Pliocene Basalt,7
32.89042154,35.48727623,Early Pliocene Basalt,7
32.89219231,35.48507791,Early Pliocene Basalt,7
32.89267603,35.48204058,Early Pliocene Basalt,7
32.89308065,35.47949965,Early Pliocene Basalt,7
32.89216876,35.47729794,Early Pliocene Basalt,7
32.8914045,35.4757504,Early Pliocene Basalt,7
32.88940375,35.47404607,Early Pliocene Basalt,7
32.88734132,35.47378015,Early Pliocene Basalt,7
32.8856022,35.47548359,Early Pliocene Basalt,7
32.88424993,35.47772429,Early Pliocene Basalt,7
32.88335425,35.47906065,Early Pliocene Basalt,7
32.88201991,35.48082769,Early Pliocene Basalt,7
32.88070691,35.48211486,Early Pliocene Basalt,7
32.87936764,35.48388783,Early Pliocene Basalt,7
32.87842895,35.48525075,Early Pliocene Basalt,7
32.87785162,35.48716692,Early Pliocene Basalt,7
